J;Plaza de Castilla;40.466910;-3.689213;9-0-0-0-0-0-0-0-1-0-0-0
J;Cuzco;40.458319;-3.689955;
J;Santiago Bernabéu;40.452223;-3.690726;
J;Nuevos Ministerios;40.446363;-3.692928;0-0-0-0-0-4-0-2-0-0-0-0
J;Gregorio Marañón;40.438035;-3.691259;0-0-0-0-0-0-3-0-0-0-0-0
J;Alonso Martínez;40.427897;-3.695846;0-0-0-6-5-0-0-0-0-0-0-0
J;Tribunal;40.426239;-3.701227;9-0-0-0-0-0-0-0-0-0-0-0
J;Plaza de España;40.423383;-3.711055;0-0-7-0-0-0-0-0-0-0-0-0
J;Príncipe Pío;40.420905;-3.719406;0-0-0-0-0-4-0-0-0-0-0-0
J;Lago;40.416541;-3.734883;
J;Batán;40.407607;-3.752961;
J;Casa de Campo;40.403189;-3.761027;0-0-0-0-5-0-0-0-0-0-0-0
J;Colonia Jardín;40.397199;-3.774480;
J;Aviación Española;40.383747;-3.783955;
J;Cuatro Vientos;40.377709;-3.791442;
J;Joaquín Vilumbrales;40.349783;-3.807525;
J;Puerta del Sur;40.345210;-3.812104;0-0-0-0-0-0-0-0-0-0-0-2
K;Plaza Elíptica;40.384656;-3.718579;0-0-0-0-0-5-0-0-0-0-0-0
K;Abrantes;40.380640;-3.728205;
K;Pan Bendito;40.375897;-3.734279;
K;San Francisco;40.373699;-3.739687;
K;Carabanchel Alto;40.372095;-3.751774;
K;La Peseta;40.364127;-3.757171;
K;La Fortuna;40.358039;-3.777635;
L;Puerta del Sur;40.345210;-3.812104;0-0-0-0-0-0-0-0-0-2-0-0
L;San Nicasio;40.336071;-3.776171;
L;Leganés Central;40.329009;-3.771638;
L;Hospital Severo Ochoa;40.321778;-3.768587;
L;Casa del Reloj;40.326674;-3.759397;
L;Julián Besteiro;40.334651;-3.752656;
L;El Carrascal;40.336773;-3.740052;
L;El Bercial;40.329216;-3.729804;
L;Los Espartales;40.324210;-3.718163;
L;El Casar;40.318638;-3.709932;
L;Juan de la Cierva;40.311878;-3.722401;
L;Getafe Central;40.309919;-3.734049;
L;Alonso de Mendoza;40.300764;-3.736227;
L;Conservatorio;40.293469;-3.745548;
L;Arroyo Culebro;40.288937;-3.756736;
L;Parque de los Estados;40.286567;-3.787396;
L;Fuenlabrada Central;40.282945;-3.799397;
L;Parque Europa;40.285146;-3.806028;
L;Hospital de Fuenlabrada;40.285751;-3.816625;
L;Loranca;40.296709;-3.837729;
L;Manuela Malasaña;40.309074;-3.864780;
L;Hospital de Móstoles;40.316377;-3.874548;
L;Pradillo;40.321697;-3.864816;
L;Móstoles Central;40.328596;-3.863383;
L;Universidad Rey Juan Carlos;40.334807;-3.872198;
L;Parque Oeste;40.345879;-3.849181;
L;Alcorcón Central;40.350030;-3.831817;
L;Parque Lisboa;40.349757;-3.821171;
